,docID,position,term,label
76467,522,47,of nine,False
76468,522,52,nine people,False
76469,522,59,people and,False
76471,522,67,was piping,False
76472,522,74,piping hot,False
76473,522,82,we shared,False
76474,522,89,shared it,False
76475,522,92,it family,False
76476,522,99,family style,False
76477,522,105,style and,False
76478,522,109,and heres,False
76479,522,115,heres the,False
76480,522,119,the details,False
76481,522,127,details from,False
76482,522,132,from best,False
76483,522,137,best entree,False
76484,522,144,entree to,False
76485,522,147,to worstcantonese,False
76486,522,162,worstcantonese noodles,False
76487,522,170,noodles wicked,False
76488,522,177,wicked fricken,False
76489,522,185,fricken good,False
76490,522,190,good if,False
76492,522,195,i end,False
76493,522,41,end up,False
76494,522,202,up going,False
76495,522,208,going again,False
76496,522,214,again im,False
76497,522,217,im definitely,False
76498,522,228,definitely ordering,False
76499,522,237,ordering this,False
76500,522,242,this dish,False
76501,522,255,shrimp scallops,False
76502,522,264,scallops bbq,False
76503,522,268,bbq pork,True
76504,522,273,pork chicken,False
76505,522,281,chicken and,False
76506,522,285,and asian,False
76507,522,291,asian vegetables,True
76508,522,302,vegetables with,False
76509,522,307,with wheat,False
76510,522,313,wheat noodles,True
76511,522,321,noodles tossed,False
76512,522,7,tossed in,False
76514,522,333,a light,False
76515,522,339,light but,False
76516,522,343,but flavorful,False
76517,522,353,flavorful sauce,False
76518,522,359,sauce grilled,False
76519,522,367,grilled halibut,True
76520,522,375,halibut well,False
76521,522,380,well cooked,False
76522,522,387,cooked and,False
76523,522,391,and flaky,False
76524,522,404,mango and,False
76525,522,408,and pineapple,False
76526,522,418,pineapple salsa,False
76527,522,424,salsa was,False
76528,522,428,was decent,False
76529,522,435,decent and,False
76531,522,443,the presentation,False
76532,522,456,presentation was,False
76534,522,465,very well,False
76535,522,470,well done,False
76536,522,475,done chicken,False
76537,522,483,chicken with,False
76538,522,488,with asparagus,False
76539,522,48,asparagus i,False
76541,522,504,was barely,False
76542,522,296,barely able,False
76543,522,155,able to,False
76544,522,519,to distinguish,False
76545,522,531,distinguish the,False
76546,522,535,the black,False
76547,522,541,black bean,False
76548,522,546,bean sauce,False
76549,522,222,sauce it,False
76551,522,559,was supposedly,False
76552,522,570,supposedly cooked,False
76553,522,48,cooked in,False
76556,522,588,the chicken,False
76557,522,596,chicken was,False
76558,522,600,was tender,False
76559,522,607,tender and,False
76561,522,615,the asparagus,False
76562,522,22,asparagus al,False
76563,522,628,al dente,False
76564,522,640,the side,False
76565,522,645,side dishes,False
76566,522,652,dishes were,False
76567,522,657,were like,False
76568,522,636,like the,False
76569,522,666,the appetizers,False
76570,522,677,appetizers respectable,False
76571,522,580,respectable but,False
76573,522,697,not amazing,False
76574,523,4,you know,False
76575,523,9,know what,False
76576,523,14,what differentiates,False
76577,523,11,differentiates a,False
76578,523,31,a lot,False
76579,523,35,lot of,False
76580,523,38,of tomato,False
76581,523,45,tomato based,False
76582,523,51,based mexican,False
76583,523,59,mexican food,False
76584,523,64,food from,False
76585,523,69,from fucking,False
76586,523,77,fucking italian,False
76587,523,85,italian oregano,False
76588,523,93,oregano and,False
76589,523,97,and basil,False
76590,523,103,basil both,False
76596,523,130,your hot,False
76597,523,134,hot salsa,True
76598,523,140,salsa today,False
76599,523,149,i put,False
76600,523,153,put quotation,False
76601,523,163,quotation marks,False
76602,523,169,marks around,False
76603,523,176,around that,False
76606,523,191,i guess,False
76607,523,77,guess it,False
76609,523,204,was supposed,False
76610,523,38,supposed to,False
76612,523,219,be spicy,False
76613,523,225,spicy but,False
76615,523,232,it tasted,False
76616,523,239,tasted more,False
76617,523,244,more like,False
76618,523,249,like sloppy,False
76619,523,256,sloppy joe,False
76620,523,260,joe mix,False
76621,523,264,mix than,False
76622,523,269,than chilies,False
76623,523,280,i didnt,False
76624,523,286,didnt ask,False
76625,523,290,ask for,False
76627,523,296,a freakin,False
76628,523,304,freakin mexitalian,False
76629,523,315,mexitalian burrito,False
76630,523,323,burrito consistently,False
76631,523,336,consistently the,False
76632,523,340,the worst,False
76633,523,346,worst pseudomexican,False
76634,523,360,pseudomexican food,False
76635,523,122,food in,False
76637,523,372,the business,False
76638,523,386,the best,False
76639,523,391,best thing,False
76640,523,397,thing that,False
76641,523,55,that can,False
76642,523,216,can be,False
76643,523,409,be said,False
76644,523,414,said for,False
76647,523,424,is itll,False
76648,523,429,itll form,False
76649,523,29,form a,False
76650,523,436,a turd,False
76651,523,447,pure fuel,False
76652,523,452,fuel not,False
76653,523,456,not food,False
76655,524,5,do know,False
76656,524,10,know that,False
76660,524,26,do terrible,False
76661,524,35,terrible devious,False
76662,524,43,devious things,False
76663,524,45,things in,False
76665,524,57,the name,False
76666,524,62,name of,False
76668,524,71,these chicken,False
76669,524,79,chicken and,False
76670,524,83,and waffles,False
76671,524,91,waffles perfectly,False
76672,524,101,perfectly spiced,False
76673,524,108,spiced crisp,False
76674,524,114,crisp but,False
76676,524,122,not overly,False
76677,524,129,overly battered,False
76678,524,138,battered moist,False
76679,524,144,moist fried,False
76680,524,150,fried chicken,False
76681,524,158,chicken that,False
76682,524,163,that even,False
76683,524,168,even colonel,False
76684,524,176,colonel sanders,False
76685,524,184,sanders would,False
76686,524,190,would sell,False
76687,524,195,sell his,False
76688,524,199,his soul,False
76689,524,204,soul for,False
76690,524,208,for provided,False
76691,524,54,provided he,False
76692,524,220,he hasnt,False
76693,524,226,hasnt already,False
76694,524,234,already done,False
76695,524,199,done so,False
76698,524,249,his quest,False
76699,524,255,quest for,False
76700,524,259,for chicken,False
76701,524,267,chicken dominance,False
76702,524,286,crunchy buttery,False
76703,524,294,buttery waffles,False
76704,524,302,waffles with,False
76706,524,309,a hint,False
76707,524,314,hint of,False
76708,524,317,of sweetness,False
76709,524,327,sweetness that,False
76711,524,336,are good,False
76712,524,171,good on,False
76716,524,357,or smothered,False
76717,524,242,smothered in,False
76718,524,370,in warm,False
76719,524,375,warm maple,False
76720,524,381,maple syrup,True
76721,524,387,syrup that,False
76722,524,392,that totally,False
76723,524,400,totally wipe,False
76724,524,65,wipe the,False
76725,524,409,the floor,False
76726,524,415,floor with,False
76728,524,426,those perpetratin,False
76729,524,83,perpetratin waffle,False
76730,524,445,waffle house,False
76731,524,451,house hockey,False
76732,524,458,hockey pucks,False
76733,524,464,pucks creamy,False
76734,524,471,creamy cheesy,False
76735,524,478,cheesy smooth,False
76736,524,177,smooth and,False
76737,524,489,and decadent,False
76738,524,498,decadent mac,False
76739,524,485,mac and,False
76740,524,506,and cheese,False
76741,524,516,a tribute,False
76742,524,392,tribute to,False
76744,524,531,the best,False
76745,524,536,best of,False
76746,524,539,of grannys,False
76747,524,547,grannys kitchen,False
76748,524,502,kitchen and,False
76750,524,562,an affirmation,False
76751,524,574,affirmation that,False
76752,524,579,that kraft,False
76753,524,585,kraft should,False
76755,524,595,be drawn,False
76756,524,555,drawn and,False
76757,524,605,and quartered,False
76758,524,615,quartered for,False
76760,524,625,their powdered,False
76761,524,634,powdered cheese,False
76762,524,641,cheese monstrosity,False
76763,524,601,monstrosity and,False
76764,524,317,and sweet,False
76765,524,663,sweet tea,False
76766,524,667,tea that,False
76767,524,672,that quenches,False
76768,524,360,quenches the,False
76769,524,685,the thirst,False
76770,524,653,thirst and,False
76771,524,696,and makes,False
76772,524,702,makes your,False
76773,524,707,your teeth,False
76774,524,713,teeth hurt,False
76775,524,718,hurt its,False
76777,524,725,so effing,False
76778,524,732,effing good,False
76779,524,256,good or,False
76780,524,134,or red,False
76781,524,744,red koolaid,False
76782,524,752,koolaid lemonade,False
76783,524,761,lemonade fountain,False
76784,524,770,fountain drinks,True
76785,524,354,drinks or,False
76786,524,780,or regular,False
76787,524,788,regular unsweetened,False
76788,524,800,unsweetened tea,False
76789,524,804,tea for,False
76791,524,812,you nonbelievers,False
76792,524,825,nonbelievers out,False
76794,524,835,there almost,False
76795,524,842,almost everything,False
76796,524,12,everything at,False
76797,524,856,at lolos,False
76798,524,110,lolos is,False
76799,524,865,is done,False
76800,524,870,done well,False
76801,524,875,well except,False
76802,524,882,except for,False
76804,524,363,their red,False
76805,524,896,red velvet,False
76806,524,903,velvet cake,False
76810,525,13,a kid,False
76811,525,14,kid i,False
76813,525,25,would eat,False
76814,525,11,eat a,False
76815,525,31,a pile,False
76816,525,36,pile of,False
76817,525,39,of plain,False
76818,525,45,plain noodles,False
76819,525,53,noodles with,False
76820,525,58,with butter,False
76821,525,65,butter on,False
76825,525,83,the rest,False
76826,525,88,rest of,False
76828,525,94,my family,False
76829,525,101,family mowed,False
76830,525,107,mowed down,False
76832,525,115,on real,False
76833,525,120,real italian,False
76834,525,128,italian food,False
76835,525,136,i think,False
76836,525,54,think it,False
76843,525,169,the fact,False
76844,525,174,fact that,False
76845,525,179,that spaghetti,False
76846,525,189,spaghetti given,False
76847,525,195,given to,False
76849,525,200,a kiddo,False
76850,525,206,kiddo is,False
76852,525,214,more likely,False
76853,525,221,likely to,False
76854,525,224,to end,False
76855,525,228,end up,False
76862,525,256,and tomato,False
76863,525,263,tomato sauce,True
76864,525,269,sauce hurts,False
76865,525,0,hurts when,False
76867,525,283,it ends,False
76868,525,288,ends up,False
76871,525,299,your eye,False
76873,525,311,in twentyodd,False
76874,525,321,twentyodd years,False
76875,525,327,years my,False
76876,525,330,my palate,False
76877,525,337,palate has,False
76878,525,341,has matured,False
76879,525,349,matured past,False
76880,525,165,past the,False
76881,525,358,the realm,False
76882,525,364,realm of,False
76883,525,367,of bland,False
76884,525,373,bland noodles,False
76885,525,369,noodles and,False
76888,525,394,the realm,False
76889,525,400,realm of,False
76890,525,403,of big,False
76891,525,407,big girl,False
76892,525,412,girl flavors,False
76893,525,423,i think,False
76894,525,429,think thats,False
76895,525,435,thats why,False
76899,525,448,so disappointed,False
76900,525,461,disappointed by,False
76901,525,464,by giuseppes,False
76902,526,3,it goes,False
76903,526,8,goes by,False
76904,526,11,by many,False
76905,526,16,many names,False
76906,526,28,boba tea,True
76907,526,32,tea bubble,False
76908,526,39,bubble tea,True
76909,526,51,well maybe,False
76910,526,57,maybe just,False
76911,526,62,just two,False
76912,526,66,two names,False
76913,526,77,its really,False
76914,526,84,really the,False
76915,526,88,the texture,False
76916,526,96,texture thats,False
76917,526,102,thats more,False
76920,526,114,for debate,False
76921,526,128,melty gelatinous,False
76922,526,139,gelatinous gummy,False
76923,526,145,gummy balls,False
76924,526,96,balls that,False
76926,526,160,are sproingy,False
76927,526,169,sproingy on,False
76929,526,176,the teeth,False
76930,526,182,teeth is,False
76931,526,185,is one,False
76932,526,189,one way,False
76933,526,193,way to,False
76934,526,196,to describe,False
76935,526,0,describe it,False
76936,526,215,black phlegmatic,False
76937,526,226,phlegmatic chunks,False
76938,526,233,chunks of,False
76939,526,236,of mucous,False
76940,526,243,mucous laden,False
76941,526,249,laden smokers,False
76942,526,257,smokers lung,False
76943,526,262,lung is,False
76944,526,265,is another,False
76947,526,288,about perspective,False
76948,526,0,perspective i,False
76949,526,302,i happen,False
76950,526,309,happen to,False
76951,526,312,to like,False
76952,526,268,like the,False
76953,526,321,the gooey,False
76954,526,327,gooey little,False
76955,526,334,little pearls,False
76956,526,151,pearls that,False
76957,526,346,that collect,False
76958,526,98,collect at,False
76960,526,361,the bottom,False
76961,526,368,bottom of,False
76962,526,371,of milky,False
76963,526,377,milky green,False
76964,526,383,green tea,True
76965,526,387,tea and,False
76966,526,115,and eba,False
76967,526,395,eba cafe,False
76968,526,400,cafe is,False
76970,526,407,the best,False
76971,526,412,best place,False
76972,526,133,place in,False
76974,526,425,the valley,False
76975,526,364,valley to,False
76976,526,435,to indulge,False
76977,526,449,they used,False
76978,526,432,used to,False
76980,526,460,be located,False
76981,526,468,located just,False
76982,526,473,just north,False
76983,526,479,north of,False
76984,526,482,of asu,False
76985,526,486,asu and,False
76988,526,498,would pop,False
76989,526,164,pop in,False
76991,526,512,before classes,False
76992,526,520,classes until,False
76993,526,526,until one,False
76994,526,530,one day,False
76995,526,444,day they,False
76996,526,539,they vanished,False
76997,526,548,vanished without,False
76998,526,12,without a,False
76999,526,558,a trace,False
77001,526,571,was adrift,False
77002,526,578,adrift without,False
77003,526,142,without my,False
77004,526,589,my convenient,False
77005,526,600,convenient bubbly,False
77006,526,607,bubbly study,False
77007,526,613,study break,False
77008,526,619,break fare,False
77009,526,624,fare but,False
77011,526,631,as fate,False
77012,526,636,fate would,False
77017,526,656,was stuck,False
77018,526,418,stuck in,False
77019,526,665,in gridlock,False
77020,526,185,gridlock on,False
77021,526,677,on broadway,False
77022,526,686,broadway and,False
77025,526,702,should mine,False
77026,526,707,mine eyes,False
77027,526,712,eyes behold,False
77028,526,17,behold a,False
77029,526,721,a bright,False
77030,526,728,bright red,False
77031,526,391,red eba,False
77032,526,435,eba in,False
77034,526,741,a strip,False
77035,526,747,strip mall,False
77036,526,752,mall across,False
77037,526,759,across from,False
77039,526,768,the dairy,False
77040,526,774,dairy plant,False
77041,527,2,i really,False
77042,527,9,really want,False
77043,527,14,want to,False
77044,527,17,to give,False
77045,527,22,give this,False
77046,527,27,this place,False
77047,527,33,place four,False
77048,527,38,four stars,False
77049,527,50,greg would,False
77050,527,56,would string,False
77051,527,63,string me,False
77055,527,75,my toenails,False
77056,527,84,toenails and,False
77057,527,88,and make,False
77058,527,93,make me,False
77059,527,96,me repent,False
77060,527,103,repent for,False
77062,527,110,my burger,False
77063,527,117,burger sins,False
77064,527,122,sins if,False
77066,527,128,he knew,False
77067,527,0,knew i,False
77069,527,139,was reviewing,False
77070,527,23,reviewing his,False
77071,527,153,his favorite,False
77072,527,162,favorite place,False
77073,527,136,place as,False
77074,527,171,as just,False
77075,527,4,just a,False
77076,527,178,a three,False
77077,527,38,three star,False
77078,527,189,star burger,False
77079,527,196,burger joint,False
77081,527,209,i cant,False
77082,527,214,cant abide,False
77083,527,220,abide paying,False
77084,527,227,paying ten,False
77085,527,75,ten to,False
77086,527,234,to twelve,False
77087,527,241,twelve bucks,False
77088,527,247,bucks for,False
77090,527,253,a fast,False
77091,527,258,fast food,False
77092,527,263,food burger,False
77093,527,270,burger fries,False
77094,527,276,fries and,False
77096,527,282,a drink,False
77097,527,295,thats crazy,False
77098,527,301,crazy cakes,False
77099,527,316,granted the,False
77100,527,320,the burger,False
77101,527,24,burger is,False
77102,527,330,is juicy,False
77103,527,336,juicy perfection,False
77104,527,347,perfection grilled,False
77105,527,231,grilled to,False
77106,527,358,to order,False
77107,527,364,order with,False
77109,527,372,as many,False
77110,527,377,many custom,False
77111,527,384,custom toppings,False
77112,527,254,toppings as,False
77114,527,401,your hardening,False
77115,527,411,hardening arteries,False
77116,527,209,arteries can,False
77117,527,424,can handle,False
77119,527,442,have two,False
77120,527,59,two in,False
77121,527,449,in particular,False
77122,527,289,particular that,False
77123,527,465,that get,False
77124,527,469,get me,False
77125,527,472,me salivating,False
77126,527,483,salivating every,False
77127,527,489,every time,False
77128,527,494,time grilled,False
77129,527,502,grilled mushrooms,True
77130,527,425,mushrooms and,False
77131,527,516,and onions,False
77132,527,529,that alone,False
77133,527,535,alone should,False
77134,527,542,should warrant,False
77135,527,40,warrant a,False
77136,527,552,a fourth,False
77137,527,184,fourth star,False
77138,527,564,star especially,False
77139,527,575,especially since,False
77140,527,432,since they,False
77141,527,586,they dont,False
77142,527,591,dont cost,False
77143,527,10,cost an,False
77144,527,599,an extra,False
77145,527,605,extra couple,False
77146,527,612,couple bucks,False
77147,527,79,bucks a,False
77148,527,620,a pop,False
77149,527,624,pop like,False
77150,527,629,like most,False
77151,527,634,most places,False
77153,527,650,its still,False
77154,527,84,still a,False
77155,527,658,a six,False
77156,527,662,six freakin,False
77157,527,670,freakin dollar,False
77158,527,677,dollar burger,False
77160,527,693,they hadnt,False
77161,527,699,hadnt plastered,False
77162,527,709,plastered their,False
77163,527,715,their walls,False
77164,527,721,walls with,False
77165,527,726,with newspaper,False
77166,527,736,newspaper reviews,False
77167,527,744,reviews exalting,False
77168,527,753,exalting how,False
77169,527,757,how cheap,False
77170,527,763,cheap their,False
77171,527,769,their eats,False
77172,527,774,eats were,False
77175,527,787,would probably,False
77176,527,796,probably be,False
77178,527,801,a bit,False
77179,527,805,bit more,False
77180,527,810,more accommodating,False
77181,527,203,accommodating but,False
77184,527,838,than ten,False
77185,527,842,ten bucks,False
77186,527,848,bucks for,False
77188,527,854,a fast,False
77189,527,859,fast foodie,False
77190,527,866,foodie burger,False
77191,527,873,burger meal,False
77192,527,878,meal just,False
77193,527,883,just aint,False
77194,527,344,aint on,False
77195,528,6,hulas is,False
77196,528,9,is vibrant,False
77197,528,17,vibrant and,False
77198,528,21,and lovely,False
77199,528,28,lovely its,False
77201,528,37,most def,False
77202,528,3,def a,False
77203,528,43,a modern,False
77204,528,50,modern take,False
77205,528,55,take on,False
77206,528,58,on retro,False
77207,528,64,retro tiki,False
77210,528,84,have two,False
77211,528,88,two dollar,False
77212,528,95,dollar mimosas,False
77213,528,103,mimosas for,False
77214,528,107,for weekend,False
77215,528,115,weekend brunch,False
77216,528,122,brunch yall,False
77217,528,127,yall thats,False
77218,528,123,thats all,False
77220,528,141,you need,False
77221,528,146,need to,False
77222,528,149,to know,False
77223,528,154,know about,False
77224,528,160,about brunch,False
77225,528,167,brunch which,False
77228,528,178,a good,False
77229,528,183,good thing,False
77230,528,189,thing considering,False
77231,528,201,considering its,False
77232,528,205,its pretty,False
77233,528,212,pretty bland,False
77234,528,222,we tried,False
77235,528,74,tried the,False
77236,528,232,the island,False
77237,528,239,island eggs,False
77238,528,244,eggs benedict,True
77240,528,263,the kielbasa,False
77241,528,70,kielbasa and,False
77243,528,0,the hulas,False
77244,528,286,hulas hangover,False
77245,528,295,hangover hash,False
77246,528,306,the eggs,False
77247,528,311,eggs benedict,True
77248,528,320,benedict were,False
77249,528,325,were done,False
77250,528,330,done very,False
77251,528,335,very well,False
77252,528,340,well but,False
77253,528,344,but nothing,False
77254,528,352,nothing really,False
77255,528,359,really sets,False
77256,528,364,sets this,False
77257,528,369,this dish,False
77258,528,374,dish apart,False
77259,528,380,apart from,False
77260,528,326,from one,False
77261,528,389,one you,False
77263,528,399,could get,False
77264,528,403,get anywhere,False
77265,528,412,anywhere else,False
77266,528,417,else even,False
77267,528,254,even with,False
77269,528,431,the atypical,False
77270,528,440,atypical meat,False
77271,528,445,meat choices,False
77274,528,465,the hawaiian,False
77275,528,474,hawaiian pulled,False
77276,528,481,pulled pork,False
77277,528,486,pork hash,False
77278,528,127,hash that,False
77281,528,502,a total,False
77282,528,508,total bummer,False
77283,528,190,bummer on,False
77285,528,522,the plate,False
77286,528,533,the hashbrowns,False
77287,528,544,hashbrowns were,False
77288,528,549,were practically,False
77289,528,561,practically black,False
77290,528,185,black in,False
77292,528,575,some places,False
77293,528,214,places and,False
77294,528,586,and mushy,False
77295,528,197,mushy in,False
77296,528,595,in others,False
77297,528,235,others and,False
77299,528,610,the pulled,False
77300,528,617,pulled pork,False
77301,528,622,pork was,False
77303,528,628,a mass,False
77304,528,633,mass of,False
77305,528,636,of dry,False
77306,528,640,dry bland,False
77307,528,646,bland shredded,False
77308,528,655,shredded meat,False
77309,528,664,to top,False
77310,528,28,top it,False
77313,528,679,the eggs,False
77314,528,684,eggs were,False
77315,528,689,were done,False
77316,528,290,done over,False
77317,528,699,over hard,False
77318,528,422,hard with,False
77320,528,712,no runny,False
77321,528,718,runny yolk,False
77322,528,723,yolk goodness,False
77323,528,738,suck probably,False
77324,528,747,probably will,False
77325,528,344,will not,False
77326,528,756,not return,False
77327,528,763,return for,False
77328,528,767,for brunch,False
77329,528,774,brunch but,False
77330,528,778,but mimosas,False
77331,528,272,mimosas and,False
77332,528,790,and tacos,False
77333,528,796,tacos may,False
77334,528,244,may be,False
77337,528,809,my future,False
77338,528,529,future the,False
77339,528,820,the tiki,False
77340,528,825,tiki time,False
77341,528,830,time happy,False
77342,528,836,happy hour,False
77343,528,841,hour also,False
77344,528,846,also shows,False
77345,528,852,shows promise,False
77346,529,3,to preface,False
77347,529,11,preface tomato,False
77348,529,18,tomato jam,True
77349,529,27,all day,False
77350,529,48,thats seriously,False
77351,529,58,seriously half,False
77352,529,63,half the,False
77353,529,67,the reason,False
77354,529,51,reason i,False
77355,529,76,i go,False
77356,529,0,go to,False
77357,529,82,to postinoused,False
77358,529,11,postinoused to,False
77359,529,97,to live,False
77360,529,102,live near,False
77361,529,107,near the,False
77362,529,111,the arcadia,False
77363,529,119,arcadia one,False
77364,529,123,one and,False
77365,529,127,and got,False
77366,529,131,got crazy,False
77367,529,71,crazy on,False
77369,529,157,bruschetta and,False
77370,529,161,and wine,False
77371,529,166,wine monday,False
77372,529,173,monday and,False
77373,529,177,and tuesday,False
77374,529,185,tuesday nights,False
77375,529,199,tried this,False
77376,529,204,this location,False
77377,529,213,location out,False
77379,529,223,about five,False
77380,529,228,five times,False
77381,529,234,times since,False
77382,529,240,since its,False
77383,529,244,its opening,False
77384,529,258,food and,False
77385,529,262,and wine,False
77386,529,267,wine are,False
77388,529,274,on point,False
77389,529,280,point decor,False
77390,529,201,decor is,False
77391,529,289,is beautiful,False
77392,529,307,really nice,False
77393,529,15,nice to,False
77394,529,315,to see,False
77395,529,319,see the,False
77396,529,323,the old,False
77397,529,327,old asu,False
77398,529,331,asu art,False
77399,529,335,art annex,False
77400,529,341,annex revitalized,False
77401,529,353,revitalized but,False
77403,529,361,the service,False
77404,529,286,service is,False
77405,529,372,is seriously,False
77406,529,382,seriously spotty,False
77407,529,394,ive had,False
77408,529,398,had one,False
77409,529,402,one good,False
77410,529,407,good experience,False
77411,529,219,experience out,False
77414,529,429,the five,False
77415,529,434,five and,False
77417,529,442,the rest,False
77418,529,447,rest suffered,False
77419,529,456,suffered from,False
77420,529,461,from forgotten,False
77421,529,283,forgotten or,False
77422,529,474,or wrong,False
77423,529,480,wrong wine,False
77424,529,485,wine plank,False
77425,529,491,plank of,False
77426,529,146,of bruschetta,False
77427,529,505,bruschetta never,False
77428,529,511,never arriving,False
77429,529,520,arriving because,False
77431,529,532,the order,False
77432,529,538,order wasnt,False
77433,529,544,wasnt placed,False
77434,529,551,placed messed,False
77435,529,558,messed up,False
77436,529,561,up orders,False
77437,529,7,orders a,False
77438,529,578,minute wait,False
77439,529,461,wait for,False
77441,529,589,a half,False
77442,529,594,half empty,False
77443,529,600,empty restaurant,False
77444,529,618,weird and,False
77445,529,300,and really,False
77446,529,629,really spotty,False
77447,529,636,spotty service,False
77448,529,622,but really,False
77449,529,656,really enthusiastic,False
77450,529,612,enthusiastic weird,False
77451,529,675,weird and,False
77452,529,679,and spotty,False
77453,529,686,spotty service,False
77454,529,74,service i,False
77455,529,696,i feel,False
77456,529,701,feel like,False
77457,529,706,like they,False
77458,529,711,they just,False
77459,529,19,just a,False
77460,529,718,a couple,False
77461,529,725,couple seasoned,False
77462,529,734,seasoned veterans,False
77463,529,79,veterans to,False
77464,529,746,to bring,False
77465,529,706,bring the,False
77466,529,756,the cute,False
77467,529,761,cute undergrad,False
77468,529,771,undergrad servers,False
77469,529,779,servers with,False
77470,529,784,with zero,False
77471,529,789,zero experience,False
77472,529,720,experience up,False
77474,529,806,to speed,False
77475,530,5,this place,False
77476,530,2,place is,False
77478,530,18,the equivalent,False
77479,530,29,equivalent of,False
77480,530,32,of salt,False
77481,530,37,salt lick,False
77482,530,42,lick thai,False
77484,530,56,could taste,False
77485,530,62,taste very,False
77486,530,67,very little,False
77487,530,74,little else,False
77488,530,79,else over,False
77490,530,88,the heavy,False
77491,530,94,heavy hand,False
77492,530,99,hand with,False
77494,530,108,the sodium,False
77495,530,115,sodium in,False
77497,530,122,the kitchen,False
77498,530,136,none of,False
77500,530,143,the mouth,False
77501,530,149,mouth watering,False
77502,530,158,watering aromatics,False
77503,530,168,aromatics that,False
77504,530,173,that normally,False
77505,530,182,normally characterize,False
77506,530,195,characterize thai,False
77507,530,200,thai were,False
77508,530,205,were detectable,False
77509,530,216,detectable either,False
77510,530,230,sorry basil,False
77511,530,236,basil lemongrass,False
77512,530,247,lemongrass coconut,False
77513,530,255,coconut milk,True
77514,530,95,milk and,False
77515,530,264,and galanga,False
77516,530,279,mixed vegetables,True
77517,530,290,vegetables consisted,False
77518,530,300,consisted of,False
77519,530,303,of bamboo,False
77520,530,310,bamboo shoots,True
77521,530,260,shoots and,False
77522,530,321,and green,False
77523,530,327,green beans,True
77524,530,333,beans very,False
77525,530,338,very adventurous,False
77526,530,317,adventurous and,False
77528,530,358,the bamboo,False
77529,530,365,bamboo shoots,True
77530,530,372,shoots were,False
77531,530,377,were undercooked,False
77532,530,350,undercooked and,False
77533,530,393,and mega,False
77534,530,398,mega crunchy,False
77535,530,411,hot apparently,False
77536,530,422,apparently translates,False
77537,530,433,translates to,False
77539,530,438,a mild,False
77540,530,443,mild tingle,False
77541,530,132,tingle on,False
77543,530,458,your tongue,False
77544,530,108,tongue so,False
77545,530,468,so dont,False
77546,530,473,dont go,False
77547,530,476,go expecting,False
77548,530,458,expecting to,False
77549,530,489,to sate,False
77550,530,494,sate your,False
77551,530,499,your scoville,False
77552,530,508,scoville craving,False
77554,530,524,to top,False
77555,530,68,top it,False
77559,530,543,the portions,False
77560,530,200,portions we,False
77561,530,555,we received,False
77562,530,564,received were,False
77563,530,569,were meager,False
77564,530,576,meager for,False
77566,530,584,the prices,False
77567,530,594,i might,False
77568,530,600,might have,False
77569,530,605,have caught,False
77570,530,612,caught them,False
77573,530,622,a bad,False
77574,530,626,bad day,False
77575,530,630,day but,False
77576,530,634,but theres,False
77577,530,641,theres much,False
77578,530,646,much better,False
77579,530,653,better thai,False
77580,530,521,thai to,False
77585,530,675,the valley,False
77586,530,688,even though,False
77587,530,2,though i,False
77588,530,697,i live,False
77589,530,444,live in,False
77590,530,705,in arcadia,False
77591,530,11,arcadia i,False
77592,530,715,i dont,False
77593,530,720,dont think,False
77594,530,726,think theres,False
77595,530,733,theres any,False
77596,530,737,any way,False
77597,530,741,way im,False
77598,530,744,im coming,False
77599,530,751,coming back,False
77600,9,4,not sure,False
77601,9,9,sure what,False
77603,9,18,the hype,False
77604,9,23,hype is,False
77606,9,30,but decided,False
77607,9,38,decided to,False
77608,9,41,to give,False
77609,9,46,give this,False
77611,9,53,a try,False
77612,9,57,try based,False
77613,9,63,based on,False
77616,9,74,the reviews.maybe,False
77617,9,88,reviews.maybe it,False
77620,9,99,too hyped,False
77621,9,105,hyped up,False
77624,9,115,it wasnt,False
77625,9,58,wasnt as,False
77626,9,124,as amazing,False
77627,9,92,amazing as,False
77629,9,137,i thought,False
77630,9,145,thought it,False
77632,9,85,would be.,False
77633,9,82,be. maybe,False
77634,9,164,maybe it,False
77639,9,183,had ordered,False
77640,9,191,ordered but,False
77643,9,202,was just,False
77644,9,207,just ok.,False
77645,9,211,ok. we,False
77647,9,218,had ordered,False
77648,9,226,ordered the,False
77649,9,230,the kimchi,False
77650,9,237,kimchi fries,True
77651,9,243,fries which,False
77653,9,253,was kind,False
77654,9,258,kind of,False
77655,9,261,of like,False
77656,9,51,like a,False
77657,9,268,a ny,False
77658,9,271,ny fries,False
77659,9,277,fries the,False
77660,9,281,the works.,False
77661,9,288,works. the,False
77662,9,292,the grilled,False
77663,9,300,grilled pork,False
77664,9,305,pork banh,False
77665,9,310,banh mi,False
77666,9,249,mi was,False
77667,9,317,was ok.,False
77668,9,321,ok. will,False
77669,9,85,will be,False
77670,9,329,be back,False
77671,9,95,back to,False
77672,9,337,to try,False
77673,9,341,try other,False
77674,9,347,other stuff,False
77675,9,353,stuff like,False
77676,9,342,like the,False
77677,9,362,the bao,False
77678,9,366,bao version,False
77679,9,374,version and,False
77681,9,382,the pork,False
77682,9,387,pork belly.,False
77683,5,5,this place,False
77684,5,2,place is,False
77685,5,14,is awesome,False
77686,5,22,awesome definitely,False
