ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
1649,an inquiry into love and death,Simone St. James,Berkley,2013-3-5,Kindle,368.0,4.3
1650,more than human,Theodore Sturgeon,Vintage,1998-12-29,Hardcover,192.0,4.3
1651,her last whisper: a novel (dr. charlotte stone),Karen Robards,Ballantine Books,2015-6-30,Paperback,400.0,4.5
1652,the last victim: a novel (dr. charlotte stone),Karen Robards,Ballantine Books,2013-4-30,Hardcover,416.0,4.1
1653,ghost night (the bone island trilogy),Heather Graham,MIRA,2010-7-27,Paperback,400.0,4.5
1654,meg: hell's aquarium,Steve Alten,Tor Books,2010-4-27,Paperback,512.0,4.3
1655,warlock holmes: the hell-hound of the baskervilles: warlock holmes 2,G.S. Denning,Titan Books,2017-5-16,Kindle,320.0,4.9
1656,"shatter the bones (logan mcrae, book 7)",Stuart MacBride,HarperCollins,2012-1-5,Paperback,464.0,4.4
1657,caught dead handed (a witch city mystery),Carol J. Perry,Kensington,2014-9-2,Hardcover,416.0,4.3
1658,from the corner of his eye: a novel,Dean Koontz,Bantam,2012-5-29,Paperback,752.0,4.5
1659,"the vampire chronicles collection, volume 1",Anne Rice,Ballantine Books,2002-10-1,Hardcover,1280.0,4.6
1660,company town,Madeline Ashby,Tor Books,2017-7-18,Hardcover,288.0,4.1
1661,twilight eyes,Dean Koontz,Berkley,2007-12-4,Paperback,480.0,4.3
1662,lord foulgrin's letters,Randy Alcorn,Multnomah,2001-9-13,Hardcover,208.0,4.6
1663,the perfect poison (arcane society),Amanda Quick,Berkley,2010-3-30,Hardcover,464.0,4.5
1664,an artificial night (october daye),Seanan McGuire,DAW,2010-9-7,Hardcover,384.0,4.5
1665,after atlas (a planetfall novel),Emma Newman,Ace,2016-11-8,Paperback,384.0,4.4
1666,beatlebone,Kevin Barry,Anchor,2016-10-4,Paperback,320.0,3.5
1667,rise of a merchant prince: book two of the serpentwar saga,Raymond E Feist,Harper Voyager,2010-12-28,Paperback,464.0,4.0
1668,hunger (penguin twentieth-century classics),Knut Hamsun,Penguin Classics,1998-2-1,Kindle,240.0,4.3
1669,blood price (blood books),Tanya Huff,DAW,2007-9-25,Kindle,272.0,4.0
1670,carl weber's kingpins: miami,Nikki Turner,Urban Books,2016-6-28,Kindle,304.0,4.1
1671,chest of bone (afterworld chronicles),Vicki Stiefel,Curiosity Quills Press,2017-2-14,Hardcover,,4.3
1672,assassin's creed: brotherhood,Oliver Bowden,Ace,2010-11-30,Kindle,528.0,4.4
1673,gone south,Robert McCammon,Gallery Books,2008-10-14,Paperback,416.0,4.4
1674,one lucky vampire: an argeneau novel (argeneau vampire),Lynsay Sands,Avon,2013-9-24,Kindle,384.0,4.5
1675,symbiont (parasitology),Mira Grant,Orbit,2015-10-13,Paperback,544.0,3.8
1676,i will fear no evil,Robert A. Heinlein,Ace,1987-4-15,Paperback,512.0,3.7
1677,"a quick bite (argeneau vampires, book 1)",Lynsay Sands,Avon,2005-10-25,Hardcover,384.0,4.1
1678,at swim-two-birds (irish literature),Flann O'Brien,Dalkey Archive Press,2005-9-1,Hardcover,239.0,3.8
1679,a cry in the night,Mary Higgins Clark,Pocket Books,1993-12-1,Kindle,352.0,4.3
1680,kill switch: a joe ledger novel,Jonathan Maberry,St. Martin's Griffin,2016-4-26,Hardcover,544.0,4.6
1681,cold silence (a joe rush novel),James Abel,Berkley,2017-5-30,Paperback,400.0,4.2
1682,blood orbit: a gattis file novel,K. R. Richardson,Pyr,2018-5-8,Kindle,496.0,
1683,the presence: a novel,John Saul,Ballantine Books,1998-4-29,Kindle,432.0,4.3
1684,vampires like it hot: an argeneau novel,Lynsay Sands,Avon,2018-9-18,Hardcover,384.0,
1685,heir to sevenwaters,Juliet Marillier,Ace,2009-11-3,Hardcover,416.0,4.5
1686,the cormorant (miriam black),Chuck Wendig,Saga Press,2016-2-23,Hardcover,352.0,4.5
1687,fear nothing: a novel (christopher snow),Dean Koontz,Bantam,2012-7-31,Paperback,448.0,4.2
1688,the case of the green-dressed ghost (dr ribero's agency of the supernatural),Lucy Banks,Amberjack Publishing,2017-3-7,Kindle,284.0,4.4
1689,the shadow girl,Misty Mount,Between the Lines Publishing,2017-12-29,Paperback,298.0,4.9
1690,resident evil: city of the dead,S.D. Perry,Titan Books,2012-9-18,Hardcover,336.0,4.7
1691,look both ways (a witch city mystery),Carol J. Perry,Kensington,2015-10-27,Hardcover,352.0,4.5
1692,the engines of god,Jack McDevitt,Ace,1995-12-1,Hardcover,432.0,4.0
1693,a vision of fire: book 1 of the earthend saga,Gillian Anderson,Simon & Schuster/ Simon451,2015-11-24,Hardcover,304.0,4.0
1694,the damnation game,Clive Barker,Berkley,2002-11-5,Kindle,448.0,4.1
1695,concrete island: a novel,J. G. Ballard,Picador,2001-10-5,Paperback,176.0,3.8
1696,road dawgz: triple crown collection (the triple crown collection),K'wan,Urban Books,2015-10-27,Hardcover,304.0,4.1
1697,flintlock,William W. Johnstone,Pinnacle,2013-10-1,Paperback,384.0,3.9
1698,seize the night: a novel (christopher snow),Dean Koontz,Bantam,2012-7-31,Paperback,464.0,4.3
1699,the haunted heist (southern ghost hunter) (volume 3),Angie Fox,Angie Fox,2016-3-17,Hardcover,264.0,4.8
1700,a winter haunting,Dan Simmons,HarperTorch,2002-12-31,Hardcover,384.0,4.0
1701,warlock holmes - a study in brimstone,G.S. Denning,Titan Books,2016-5-17,Kindle,336.0,4.5
1702,inspector hobbes and the blood: unhuman i - a fast paced comedy crime fantasy (volume 1),Wilkie Martin,The Witcherley Book Company,2013-7-24,Paperback,312.0,4.0
1703,southern bastards volume 4,Jason Aaron,Image Comics,2018-6-12,Paperback,160.0,
1704,the golem of hollywood,Jesse Kellerman,Berkley,2015-7-28,Kindle,688.0,2.7
1705,war god: night of sorrows,Graham Hancock,Peach Publishing,2017-4-21,Paperback,512.0,4.9
1706,"better read than dead (psychic eye mysteries, book 2)",Victoria Laurie,Berkley,2005-6-7,Kindle,304.0,4.4
1707,below,Ryan Lockwood,Pinnacle,2013-6-25,Kindle,416.0,4.2
1708,company of liars: a novel,Karen Maitland,Delta,2009-8-25,Kindle,480.0,4.1
1709,moonshine,Jasmine Gower,Angry Robot,2018-2-6,Paperback,320.0,3.9
1710,sinner: a paradise novel (the books of history chronicles) (the books of history chronicles: the paradise books),Dekker Ted,Thomas Nelson,2009-6-30,Hardcover,384.0,4.0
1711,the jefferson key (with bonus short story the devil's gold): a novel (cotton malone),Steve Berry,Ballantine Books,2011-12-27,Hardcover,592.0,4.1
1712,letter from an unknown woman and other stories,Stefan Zweig,Pushkin Press,2013-8-13,Paperback,200.0,4.4
1713,panic in paxton park (a paxton park mystery) (volume 2),J A Whiting,CreateSpace Independent Publishing Platform,2017-10-25,Paperback,260.0,4.7
1714,hood misfits volume 2: carl weber presents,Brick,Urban Books,2015-7-28,Kindle,304.0,4.8
1715,floating dragon,Peter Straub,Berkley,2003-8-5,Kindle,624.0,4.3
1716,the awakening: a paranormal romance novel (the graveyard queen),Amanda Stevens,MIRA,2017-3-28,Hardcover,416.0,4.8
1717,"nightingale's lament (nightside, book 3)",Simon R. Green,Ace,2004-4-27,Paperback,256.0,4.5
1718,a panicked premonition (psychic eye mystery),Victoria Laurie,Berkley,2018-6-5,Hardcover,368.0,4.5
1719,odds against tomorrow: a novel,Nathaniel Rich,Picador,2014-4-1,Hardcover,320.0,3.6
1720,dead man's song (a pine deep novel),Jonathan Maberry,Kensington,2016-8-30,Kindle,512.0,4.1
1721,lord valentine's castle: book one of the majipoor cycle,Robert K. Silverberg,Ace,2012-5-1,Kindle,480.0,4.1
1722,the ghost and mrs. muir: vintage movie classics,R. A. Dick,Vintage,2014-9-23,Paperback,192.0,4.6
1723,the third angel: a novel,Alice Hoffman,Broadway Books,2009-3-3,Kindle,289.0,3.9
1724,the map of time: a novel (the map of time trilogy),Félix J. Palma,Pocket Books,2012-6-26,Hardcover,720.0,3.4
1725,cat under fire: a joe grey mystery (joe grey mystery series),Shirley Rousseau Murphy,Avon,1998-12-9,Paperback,256.0,4.7
1726,a flicker of steel (the avalon chronicles),Steve McHugh,47North,2018-7-3,Hardcover,,
1727,give up the ghost (haunted home renovation),Juliet Blackwell,Berkley,2015-12-1,Hardcover,336.0,4.8
1728,the magic circle,Katherine Neville,Ballantine Books,1999-1-30,Hardcover,560.0,3.4
1729,"if you've got it, haunt it (a haunted vintage mystery)",Rose Pressey,Kensington,2014-12-2,Hardcover,304.0,4.1
1730,ghost road blues (a pine deep novel),Jonathan Maberry,Kensington,2016-5-31,Kindle,480.0,4.2
1731,white colander crime (a vintage kitchen mystery),Victoria Hamilton,Berkley,2015-11-3,Hardcover,304.0,4.2
1732,powerless,Tim Washburn,Pinnacle,2015-10-27,Paperback,464.0,4.2
1733,phantom evil (krewe of hunters),Heather Graham,MIRA,2012-3-27,Hardcover,368.0,4.3
1734,the invisibility cloak (new york review books classics),Ge Fei,NYRB Classics,2016-10-11,Paperback,144.0,4.1
1735,dead bolt: a haunted home renovation mystery (haunted home repair mystery),Juliet Blackwell,Berkley,2011-12-6,Kindle,336.0,4.4
1736,home for the haunting: a haunted home renovation mystery,Juliet Blackwell,Berkley,2013-12-3,Kindle,336.0,4.6
1737,every witch way but wicked: a wicked witches of the midwest mystery (volume 2),Amanda M. Lee,CreateSpace Independent Publishing Platform,2013-3-28,Paperback,206.0,4.6
1738,the pyramid of doom: a novel,Andy McDermott,Bantam,2010-9-28,Hardcover,496.0,4.1
1739,the word exchange,Alena Graedon,Anchor,2015-2-3,Hardcover,384.0,3.8
1740,crooked little vein,Warren Ellis,William Morrow Paperbacks,2008-7-22,Kindle,304.0,4.0
1741,the life and loves of a she devil,Fay Weldon,Ballantine Books,1985-8-12,Hardcover,288.0,3.9
1742,by familiar means (a witch's cat mystery),Delia James,Berkley,2016-9-27,Hardcover,336.0,4.6
1743,the last girl (the dominion trilogy),Joe Hart,Thomas & Mercer,2016-3-1,Paperback,384.0,4.1
1744,echo moon (a ghost gifts novel),Laura Spinella,Montlake Romance,2018-5-22,Paperback,428.0,
1745,the drafter (the peri reed chronicles),Kim Harrison,Pocket Books,2016-4-19,Hardcover,560.0,4.0
1746,"bitter gold hearts (garrett, p.i., book 2)",Glen Cook,Ace,2007-4-1,Hardcover,288.0,4.7
1747,inspector hobbes and the curse: unhuman ii - a fast paced comedy crime fantasy romance (volume 2),Wilkie Martin,The Witcherley Book Company,2013-10-28,Kindle,354.0,4.4
1748,pure,Julianna Baggott,Grand Central Publishing,2012-9-4,Hardcover,431.0,4.1
1749,bad monkeys: a novel (p.s.),Matt Ruff,Harper Perennial,2008-8-12,Paperback,256.0,3.8
1750,carl weber's kingpins: atl,Brick,Urban Books,2017-3-28,Kindle,304.0,3.9
1751,push back: a post apocalyptic thriller (the disruption series) (volume 2),R E McDermott,R.E. McDermott,2016-7-26,Paperback,390.0,4.8
1752,the skill of our hands: a novel (the incrementalists),Steven Brust,Tor Books,2018-1-2,Hardcover,352.0,4.1
1753,"krondor the assassins (the riftwar legacy, book 2)",Raymond E Feist,HarperTorch,2000-11-7,Paperback,416.0,4.2
1754,grave creatures (las vegas paranormal police department) (volume 2),John P. Logsdon,CreateSpace Independent Publishing Platform,2017-11-15,Hardcover,244.0,4.7
1755,the drowning girl,Caitlin R. Kiernan,Ace,2012-3-6,Kindle,352.0,4.0
1756,american short story masterpieces: a rich selection of recent fiction from america's best modern writers,Tom Jenks,Dell,1989-4-2,Hardcover,528.0,4.2
1757,dead spots (scarlett bernard),Melissa F. Olson,47North,2012-10-30,Hardcover,293.0,4.3
1758,personal demon,Kelley Armstrong,Bantam,2008-9-30,Paperback,544.0,4.2
1759,cast in flight (chronicles of elantra),Michelle Sagara,MIRA,2016-10-25,Paperback,544.0,4.6
1760,aunt dimity: vampire hunter (aunt dimity mystery),Nancy Atherton,Penguin Books,2009-1-27,Hardcover,304.0,4.5
1761,whalestoe letters,Mark Z. Danielewski,Pantheon,2000-10-10,Paperback,86.0,3.9
1762,the universal baseball association,Robert Coover,The Overlook Press,2011-11-1,Hardcover,256.0,4.1
1763,glass predator (harmony black series),Craig Schaefer,47North,2017-3-28,Hardcover,332.0,4.5
1764,a deadly web (a bishop files novel),Kay Hooper,Berkley,2015-4-7,Kindle,304.0,3.8
1765,decapitation: kubikiri cycle (zaregoto series),NISIOISIN,Vertical,2017-1-24,Kindle,322.0,5.0
1766,the queen of all crows: the first book in the map of unknown things (1map of unknown things),Rod Duncan,Angry Robot,2018-1-2,Paperback,352.0,4.3
1767,a king's commander: the alan lewrie naval adventures #7 (bk. 7),Dewey Lambdin,McBooks Press,2008-1-1,Hardcover,448.0,4.3
1768,the bride wore black leather (a nightside book),Simon R. Green,Ace,2012-12-24,Paperback,320.0,4.4
1769,who killed sherlock holmes? (shadow police),Paul Cornell,Pan Macmillan,2017-5-1,Paperback,368.0,4.3
1770,dopefiend,Donald Goines,Holloway House,2007-5-1,Hardcover,320.0,4.6
1771,sookie stackhouse 8-copy boxed set (sookie stackhouse / southern vampire),Charlaine Harris,Ace,2009-9-29,Hardcover,2500.0,4.6
1772,rage of a demon king: book three of the serpentwar saga,Raymond E Feist,Harper Voyager,2010-12-28,Hardcover,608.0,4.2
1773,the glass bees (new york review books classics),Ernst Junger,NYRB Classics,2000-9-30,Paperback,224.0,4.5
1774,the darkest evening of the year: a novel,Dean Koontz,Bantam,2012-5-29,Hardcover,480.0,3.9
1775,conspiracies: a repairman jack novel,F. Paul Wilson,Tor Books,2008-9-30,Paperback,416.0,4.2
1776,aftermath (splinter cell: blacklist),Peter Telep,Berkley,2013-10-1,Hardcover,384.0,4.1
1777,trick or treat murder (a lucy stone mystery),Leslie Meier,Kensington,2011-9-1,Hardcover,256.0,4.1
1778,the law of nines,Terry Goodkind,Jove,2010-8-31,Kindle,576.0,4.0
1779,finding camlann: a novel,Sean Pidgeon,W. W. Norton & Company,2014-1-13,Kindle,352.0,4.0
1780,the angel of death (the soul summoner series) (volume 3),Elicia Hyder,Forge Creek Press,2016-7-16,Hardcover,406.0,4.8
1781,collision course,David Crawford,Berkley,2012-11-6,Kindle,339.0,3.2
1782,"tangle of need: a psy-changeling novel (psy-changeling novel, a)",Nalini Singh,Berkley,2012-12-4,Hardcover,448.0,4.2
1783,lock and key: the initiation,Ridley Pearson,HarperCollins,2017-5-2,Hardcover,384.0,4.3
1784,learning tree,Gordon Parks,Fawcett,1987-6-12,Paperback,240.0,4.6
1785,the man who was thursday: a nightmare (penguin classics),G. K. Chesterton,Penguin Classics,2011-5-31,Kindle,192.0,4.1
1786,bannerless (the bannerless saga),Carrie Vaughn,John Joseph Adams/Mariner Books,2017-7-11,Kindle,288.0,4.0
1787,the thought readers (mind dimensions book 1) (volume 1),Dima Zales,Mozaika Publications,2014-10-2,Paperback,302.0,4.2
1788,harmony black (harmony black series),Craig Schaefer,47North,2016-2-1,Kindle,332.0,4.3
1789,empire of gold: a novel (nina wilde and eddie chase),Andy McDermott,Bantam,2011-9-27,Hardcover,544.0,4.1
1790,the swarm: a novel,Frank Schatzing,William Morrow Paperbacks,2007-5-8,Paperback,912.0,4.0
1791,the operator (the peri reed chronicles),Kim Harrison,Pocket Books,2016-11-22,Paperback,496.0,4.4
1792,"a deeper blue (paladin of shadows, book 5)",John Ringo,Baen,2008-5-20,Kindle,432.0,4.6
1793,babylon rising: the secret on ararat,Tim LaHaye,Bantam,2006-11-28,Kindle,416.0,4.5
1794,storm surge (destroyermen),Taylor Anderson,Ace,2014-5-6,Paperback,512.0,4.6
1795,"the new girl (fear street, no. 1)",R. L. Stine,Simon Pulse,2006-8-1,Kindle,176.0,4.2
1796,carl weber's kingpins: cleveland,Brandi Johnson,Urban Books,2017-4-25,Paperback,304.0,4.5
1797,the ark: children of a dead earth book one,Patrick S. Tomlinson,Angry Robot,2015-11-3,Hardcover,400.0,3.9
1798,the midwich cuckoos,John Wyndham,Penguin UK,2008-9-23,Kindle,224.0,4.1
1799,a toxic trousseau,Juliet Blackwell,Berkley,2016-7-5,Paperback,352.0,4.8
1800,knot the usual suspects (haunted yarn shop mystery),Molly MacRae,Berkley,2015-9-1,Paperback,352.0,4.3
1801,"haunted destiny: a paranormal, thrilling suspense novel (krewe of hunters)",Heather Graham,MIRA,2016-5-24,Kindle,368.0,4.6
1802,the hidden (krewe of hunters),Heather Graham,MIRA,2015-9-29,Paperback,368.0,4.6
1803,devil's pocket,John Dixon,Gallery Books,2015-8-4,Kindle,352.0,4.5
1804,robogenesis,Daniel H. Wilson,Vintage,2015-3-17,Kindle,464.0,3.9
1805,i am providence: a novel,Nick Mamatas,Night Shade Books,2016-8-9,Kindle,256.0,4.1
1806,niceville: book one of the niceville trilogy (vintage crime/black lizard),Carsten Stroud,Vintage Crime/Black Lizard,2013-8-13,Kindle,464.0,3.6
1807,legacy: an event group thriller (event group thrillers),David L. Golemon,St. Martin's Paperbacks,2012-5-22,Kindle,624.0,4.4
1808,the fourth bear: a nursery crime (jack spratt investigates),Jasper Fforde,Penguin Books,2007-7-31,Kindle,378.0,4.7
1809,golden malicious (an orchard mystery),Sheila Connolly,Berkley,2013-10-1,Hardcover,304.0,4.3
1810,inspector specter (a haunted guesthouse mystery),E.J. Copperman,Berkley,2014-12-2,Paperback,304.0,4.5
1811,paprika (vintage contemporaries),Yasutaka Tsutsui,Vintage,2013-2-12,Hardcover,352.0,3.6
1812,record of a night too brief (japanese novellas),Hiromi Kawakami,Pushkin Press,2017-12-5,Hardcover,158.0,3.5
1813,the tale of genji (penguin classics),Murasaki Shikibu,Penguin Classics,2006-2-28,Paperback,352.0,3.3
1814,a borrowed hell,L. D. Colter,Digital Fantasy Fiction,,Hardcover,185.0,4.4
1815,runaway vampire: an argeneau novel (argeneau vampire),Lynsay Sands,Avon,2016-2-23,Paperback,368.0,4.5
1816,"gilded latten bones: a garrett, p.i., novel",Glen Cook,Ace,2010-11-2,Hardcover,368.0,4.5
1817,destroyer (rewinder series),Brett Battles,47North,2016-1-12,Hardcover,252.0,3.7
1818,a skeleton in the family (a family skeleton mystery),Leigh Perry,Berkley,2013-9-3,Paperback,304.0,4.6
1819,sailing to sarantium (sarantine mosaic),Guy Gavriel Kay,Ace,2010-9-7,Hardcover,448.0,4.4
1820,inspector hobbes and the bones: cozy mystery comedy crime fantasy (unhuman) (volume 4),Wilkie Martin,The Witcherley Book Company,2016-12-16,Kindle,348.0,4.5
1821,murder at fantasia fair: a provincetown mystery (provincetown theme week) (volume 2),Jeannette de Beauvoir,HomePort Press,2017-9-28,Paperback,282.0,4.7
1822,"hex and the city (nightside, book 4)",Simon R. Green,Ace,2005-2-22,Hardcover,256.0,4.3
1823,this haunted world book two: the eleventh floor,Shani Struthers,Authors Reach 1,2017-9-28,Paperback,328.0,4.4
1824,keepsake crimes (a scrapbooking mystery),Laura Childs,Berkley,2003-5-6,Paperback,244.0,4.0
1825,big machine: a novel,Victor LaValle,Spiegel & Grau,2010-3-9,Paperback,384.0,3.5
1826,"bite me if you can (argeneau vampires, book 6)",Lynsay Sands,Avon,2007-1-30,Kindle,384.0,4.6
1827,the death dealer,Heather Graham,MIRA,2008-12-23,Paperback,368.0,4.5
1828,omega (a jack sigler thriller),Jeremy Robinson,Breakneck Media,2013-9-10,Kindle,316.0,4.8
1829,united states of japan,Peter Tieryas,Angry Robot,2017-8-1,Paperback,448.0,3.7
1830,warlock holmes - my grave ritual,G.S. Denning,Titan Books,2018-5-15,Paperback,,
1831,pies and prejudice (a charmed pie shoppe mystery),Ellery Adams,Berkley,2012-7-3,Paperback,304.0,4.4
1832,resident evil: nemesis (resident evil (titan mass market)),S.D. Perry,Titan Books,2012-11-20,Paperback,320.0,4.7
1833,irontown blues (eight worlds),John Varley,Ace,2018-8-28,Hardcover,304.0,
1834,sword of the guardian (legends of ithyria),Merry Shannon,Bold Strokes Books,2006-4-1,Kindle,272.0,4.5
1835,sweet revenge (sin brothers),Rebecca Zanetti,Forever,2014-6-24,Paperback,384.0,4.7
1836,aunt dimity: snowbound,Nancy Atherton,Penguin Books,2005-2-1,Paperback,272.0,4.5
1837,the forgotten (krewe of hunters),Heather Graham,MIRA,2015-7-28,Paperback,343.0,4.6
1838,leaving the sea: stories (vintage contemporaries),Ben Marcus,Vintage,2014-10-7,Hardcover,288.0,3.8
1839,citadel: a novel,Kate Mosse,William Morrow Paperbacks,2014-10-7,Hardcover,720.0,4.2
1840,murder on the house: a haunted home renovation mystery (haunted home repair mystery),Juliet Blackwell,Berkley,2012-12-4,Hardcover,336.0,4.5
1841,the twilight zone (oberon modern plays),Anne Washburn,Oberon Books,2018-3-18,Hardcover,96.0,
1842,fortune's wheel (a claire rollins mystery) (volume 4),J A Whiting,CreateSpace Independent Publishing Platform,2017-9-21,Kindle,300.0,4.7
1843,inner city hoodlum,Donald Goines,Holloway House,1992-8-1,Hardcover,256.0,4.4
1844,the talisman: a  novel,Stephen King,Pocket Books,2012-9-25,Hardcover,944.0,4.5
1845,the ice queen: a novel,Alice Hoffman,Back Bay Books,2006-1-3,Hardcover,211.0,4.1
1846,swarm of fire (las vegas paranormal police department) (volume 5),John P. Logsdon,CreateSpace Independent Publishing Platform,2018-2-4,Kindle,188.0,4.8
1847,"thin air (weather warden, book 6)",Rachel Caine,Ace,2007-8-7,Hardcover,336.0,3.9
1848,no humans involved (women of the otherworld),Kelley Armstrong,Bantam,2008-2-26,Hardcover,544.0,4.5
1849,the elites,Guillermo Camacho,Independently published,2018-2-28,Kindle,284.0,2.0
1850,"ring (ring series, book 1)",Koji Suzuki,Vertical,2004-4-25,Paperback,282.0,4.2
1851,the blue guitar (vintage international),John Banville,Vintage,2016-8-9,Paperback,272.0,3.3
1852,a friend of the earth,T.C. Boyle,Penguin Books,2001-9-1,Hardcover,349.0,3.8
1853,"the calcutta chromosome: a novel of fevers, delirium & discovery",Amitav Ghosh,Harper Perennial,2001-1-23,Hardcover,320.0,3.6
1854,it takes a witch: a wishcraft mystery,Heather Blake,Berkley,2012-1-3,Kindle,320.0,4.4
1855,aunt dimity goes west (aunt dimity mystery),Nancy Atherton,Penguin Books,2008-1-29,Hardcover,293.0,4.5
1856,green earth (science in the capital trilogy),Kim Stanley Robinson,Del Rey,2015-11-3,Hardcover,1088.0,4.4
1857,nathaniel: a novel,John Saul,Bantam,1984-7-1,Kindle,384.0,4.0
1858,the dark at the end (repairman jack),F. Paul Wilson,Tor Books,2012-9-25,Hardcover,432.0,4.4
1859,pillar to the sky: a novel,William R. Forstchen,Tor Books,2016-11-1,Kindle,576.0,3.9
1860,bitten by cupid (an argeneau vampire novella),Lynsay Sands,Avon,2010-1-12,Paperback,384.0,4.2
1861,"standard of honor (templar trilogy, no 2)",Jack Whyte,Berkley,2008-7-29,Kindle,800.0,4.2
1862,artemisa / artemis (spanish edition),Andy Weir,Nova,2018-2-27,Hardcover,320.0,4.5
1863,the walking dead: the fall of the governor: parts 1 and 2 (the walking dead series),Robert Kirkman,St. Martin's Griffin,2014-11-25,Paperback,544.0,4.5
1864,the walking dead: rise of the governor and the road to woodbury (the walking dead series),Robert Kirkman,St. Martin's Griffin,2014-11-25,Hardcover,624.0,4.7
1865,thus were their faces: selected stories (nyrb classics),Silvina Ocampo,NYRB Classics,2015-1-27,Paperback,384.0,5.0
1866,marina (vintage) (spanish edition),Carlos Ruiz Zafon,Vintage Espanol,2015-3-17,Paperback,304.0,4.4
1867,twenty-one stories (penguin twentieth-century classics),Graham Greene,Penguin Classics,1993-6-1,Paperback,208.0,4.6
1868,nigerians in space,Deji Bryce Olukotun,The Unnamed Press,2014-2-1,Kindle,296.0,4.2
1869,saturn's children,Charles Stross,Ace,2009-6-30,Hardcover,336.0,3.8
1870,no more mr. nice guy: a family business novel,Carl Weber,Urban Books,2016-8-30,Hardcover,288.0,4.6
1871,secondhand spirits: a witchcraft mystery,Juliet Blackwell,Berkley,2009-7-7,Hardcover,336.0,4.3
1872,inspector hobbes and the gold diggers: humorous mystery (unhuman) (volume 3),Wilkie Martin,The Witcherley Book Company,2014-9-28,Hardcover,328.0,4.6
1873,spark,John Twelve Hawks,Vintage,2015-7-7,Hardcover,320.0,4.3
1874,vostok (meg),Steve Alten,Tor Books,2016-5-3,Hardcover,480.0,3.5
1875,servant of the underworld (obsidian and blood) (volume 1),Aliette de Bodard,"JABberwocky Literary Agency, Inc.",2016-10-6,Kindle,338.0,4.0
1876,never die alone,Donald Goines,Holloway House,2000-9-1,Paperback,224.0,4.6
1877,the best paranormal crime stories ever told (best stories ever told),Martin H. Greenberg,Skyhorse Publishing,2010-11-1,Paperback,512.0,4.0
1878,murder and misfortune (a claire rollins mystery) (volume 3),J A Whiting,CreateSpace Independent Publishing Platform,2017-6-12,Kindle,262.0,4.7
1879,ninjak volume 1: weaponeer,Matt Kindt,"Valiant Entertainment, LLC",2015-10-13,Kindle,176.0,4.6
1880,dead on the water: abandon ship (zombie cruise),R W K Clark,Clarkinc,2016-7-28,Kindle,266.0,4.0
1881,the reluctant vampire: an argeneau novel (argeneau vampire),Lynsay Sands,Avon,2011-5-31,Paperback,384.0,4.3
1882,the kasari nexus (rho agenda assimilation),Richard Phillips,47North,2016-4-5,Paperback,384.0,4.6
1883,angry lead skies,Glen Cook,Ace,2002-4-1,Paperback,364.0,3.6
1884,"undead and unreturnable (queen betsy, book 4) (berkley sensation)",MaryJanice Davidson,Berkley Sensation,2006-5-30,Paperback,288.0,3.9
1885,the gemini effect,Chuck Grossart,47North,2015-4-1,Hardcover,347.0,3.5
1886,baltimore chronicles volume 2,Treasure Hernandez,Urban Books,2011-1-1,Kindle,288.0,3.5
1887,the winter over,Matthew Iden,Thomas & Mercer,2017-2-1,Hardcover,352.0,4.0
1888,something rotten (thursday next novels),Jasper Fforde,Penguin Books,2005-7-26,Kindle,416.0,4.5
1889,cold fire,Dean Koontz,Berkley,2004-12-7,Hardcover,448.0,4.3
1890,bound: a doyle witch cozy mystery (witches of doyle) (volume 1),Kirsten Weiss,misterio press,2016-11-2,Kindle,212.0,4.3
1891,waking the dead (cafferty & quinn),Heather Graham,MIRA,2015-1-27,Kindle,368.0,4.4
1892,going dark (the red trilogy),Linda Nagata,Saga Press,2015-11-3,Kindle,464.0,4.4
1893,the altreian enigma (rho agenda assimilation),Richard Phillips,47North,2016-12-6,Paperback,352.0,4.7
1894,"the perfect date (fear street, no. 37)",R. L. Stine,Simon Pulse,2005-6-1,Kindle,160.0,4.1
1895,the spy who haunted me: a secret histories novel,Simon R. Green,Ace,2010-6-1,Kindle,416.0,4.0
1896,machine man (vintage contemporaries),Max Barry,Vintage,2011-8-9,Paperback,288.0,3.9
1897,"vittorio, the vampire (new tales of the vampires)",Anne Rice,Ballantine Books,2001-2-27,Paperback,304.0,3.9
1898,a darker shade of magic: a novel (shades of magic),V. E. Schwab,Tor Books,2016-1-19,Paperback,416.0,4.4
1899,nekomonogatari (white): cat tale,NISIOISIN,Vertical,2018-2-27,Kindle,306.0,
1900,the bands of mourning: a mistborn novel,Brandon Sanderson,Tor Fantasy,2017-1-3,Kindle,536.0,4.7
1901,baptism of fire (the witcher),Andrzej Sapkowski,Orbit,2014-6-24,Hardcover,400.0,4.6
1902,"homeland: the dark elf trilogy, part 1 (forgotten realms: the legend of drizzt, book i) (bk. 1)",R.A. Salvatore,Wizards of the Coast,2005-12-1,Hardcover,384.0,4.7
1903,towers of midnight (wheel of time),Robert Jordan,Tor Fantasy,2011-10-4,Kindle,1264.0,4.7
1904,the black prism (lightbringer),Brent Weeks,Orbit,2013-7-23,Hardcover,688.0,4.4
1905,the last wish: introducing the witcher,Andrzej Sapkowski,Orbit,2017-7-18,Kindle,352.0,4.6
1906,the light fantastic (discworld),Terry Pratchett,Harper,2013-1-29,Paperback,288.0,4.5
